tip_pos,protrusion,length,total_charge,nr_charged,identity,similarity,Hydropathy,Hydropathy_diff,nom1.0,nom3.0,nom5.0,nom7.0
101.0,5.385037529647976,0.6,-0.5,0.0,0.357,0.368,0.6962025316455696,0.0,0.99992836,0.49576184,0.0002482184,0.00034047954
100.0,8.00392012356455,0.4,0.0,0.3333333333333333,0.308,0.25,-0.5949367088607594,7.285714285714291,0.9997844,0.50793886,0.011090544,0.0006970053
100.0,4.271438045633539,0.0,0.0,0.3333333333333333,0.455,0.273,-0.18987341772151906,3.428571428571431,0.9982405,0.50166553,0.0034557662,0.00017785565
97.0,5.90821991524387,-1.0,-0.5,0.0,0.5,0.343,0.30801687763713076,0.0,0.06458504,0.006524095,0.00014211405,0.00017653237
98.0,6.886958302127627,-0.2,0.0,-0.3333333333333333,0.9,0.925,0.30801687763713076,0.0,0.015510884,0.0024486356,6.902208e-05,0.00026638163
97.0,5.547344603357819,0.0,1.25,0.0,0.455,0.246,0.30801687763713076,0.0,0.9922127,0.042982895,0.00016391443,0.00013520976
97.0,5.095298494391788,0.0,-0.5,0.0,0.909,0.886,0.6160337552742616,7.428571428571434,0.87223786,0.34774768,0.0011522531,0.0006004567
99.0,9.08236660384155,2.4,0.75,1.6666666666666667,0.87,0.927,-2.172995780590717,0.0,0.053930566,0.004582895,0.007887377,0.033563226
101.0,5.327321484440986,-1.0,-0.25,0.3333333333333333,0.5,0.361,0.3417721518987341,7.428571428571434,0.9596315,0.0142703215,0.0006119959,0.00030756486
101.0,4.462884177091357,-0.4,0.0,-0.3333333333333333,0.556,0.34,0.1561181434599156,0.0,0.9970132,0.020062804,0.00075792504,0.0001661019
99.0,5.882448248967993,0.6,-0.25,1.0,0.429,0.269,-1.0337552742616034,0.0,0.9997831,0.94910276,0.45023683,0.00019269889
101.0,4.706520169980215,1.6,0.75,0.3333333333333333,0.842,0.837,0.5864978902953585,0.0,0.0035161567,0.0015538628,0.0014510526,0.00090846105
97.0,5.723952874110218,-0.6,0.0,0.3333333333333333,0.625,0.5,-0.6371308016877637,0.0,0.9732599,0.011602025,5.898976e-05,0.00010415843
99.0,10.52993893966258,0.8,-0.5,0.0,0.267,0.08,0.5021097046413501,1.142857142857143,0.99791795,0.9657991,0.4892943,0.006055274
99.0,7.504439889872616,0.4,0.75,1.0,0.385,0.296,-0.6160337552742616,5.428571428571432,0.99938047,0.5144308,0.002424395,0.004643699
98.0,7.578462092366118,0.4,0.0,-0.3333333333333333,0.846,0.864,0.39662447257383965,0.0,0.0091964705,0.004402027,9.3447255e-05,0.00028956268
99.0,8.138241211869271,1.0,-0.5,0.0,0.438,0.267,-0.21097046413502119,10.14285714285715,0.9991972,0.5476451,0.042072058,0.018783635
99.0,8.390926480898555,0.2,0.0,0.3333333333333333,0.5,0.368,0.1308016877637131,0.0,0.99962354,0.5077123,0.0012680534,0.00069249043
99.0,7.1496669849344965,-0.2,-1.0,0.3333333333333333,0.5,0.383,0.016877637130801704,0.0,0.9478348,0.4827138,0.00017705795,0.00031273253
101.0,4.992976882062945,1.8,-1.0,0.3333333333333333,0.2,-0.086,1.5316455696202531,6.5714285714285765,0.9981645,0.99134535,0.5561514,0.06610772
99.0,5.400889156314747,-0.6,0.0,-0.3333333333333333,0.5,0.359,0.6751054852320674,0.0,0.9994617,0.007848962,7.184724e-05,0.00016286767
99.0,6.695338892409262,-0.2,0.0,-0.3333333333333333,0.8,0.724,0.4092827004219409,0.0,0.9213661,0.4454773,6.902208e-05,0.00026638163
101.0,4.2311506002385375,0.0,1.0,-0.3333333333333333,0.545,0.55,0.24894514767932496,0.0,0.98862934,0.46244487,0.00038876344,0.0001661019
97.0,6.381698480682698,-1.2,-0.5,0.0,0.6,0.483,-0.2658227848101266,0.0,0.9386296,0.44171456,0.00030643964,0.00021185358
98.0,5.079807762617265,-0.8,0.5,-0.6666666666666666,0.571,0.512,0.4894514767932489,0.0,0.995059,0.0024686332,0.00019114718,0.0001817689
100.0,3.9731576742227306,0.8,-1.0,0.3333333333333333,0.333,0.039,0.8818565400843881,3.428571428571431,0.99297476,0.97537017,0.0108485455,0.004899188
