,VIF,variable
0,41.02072070666539,tip_pos
1,19.069720025470165,protrusion
2,1.8791560459321823,length
3,1.2112318891700775,total_charge
4,4.65712117745654,nr_charged
5,134.27506427907014,identity
6,56.85057021099789,similarity
7,2.8230503123498876,Hydropathy
8,1.3129477766470692,Hydropathy_diff
