,local_AA,local_CA,global_AA,global_CA,blosum_dist
0,2.147,0.427,3.168,0.799,-5.0
0,1.227,0.234,1.329,0.476,5.0
0,3.614,1.931,4.223,2.408,-5.0
0,4.394,2.652,4.879,2.987,-8.0
0,5.209,3.683,6.526,5.191,-11.60964047443681
0,5.933,4.378,10.599,8.223,-7.0
0,6.354,4.680,8.642,7.976,-15.509775004326936
0,4.784,2.348,6.592,5.063,-15.0
0,4.596,1.656,4.669,1.767,-1.5849625007211563
0,2.782,2.257,3.317,2.838,-10.0
0,4.548,1.952,8.831,5.964,-6.339850002884625
0,3.024,1.485,3.674,2.249,-6.0
0,3.617,1.929,6.456,4.972,-9.509775004326938
0,1.022,0.210,1.064,0.316,9.287712379549449
0,3.574,2.270,4.195,3.170,-7.924812503605781
0,3.640,2.346,4.470,3.645,-7.924812503605781
0,1.681,0.910,2.384,1.786,-7.924812503605781
0,1.703,1.453,2.263,2.585,-10.0
0,2.971,1.334,3.226,1.915,14.0
0,4.235,2.160,4.612,3.166,-13.931568569324174
0,5.561,2.390,6.593,3.388,-9.509775004326938
0,3.809,1.835,4.019,2.193,-3.0
0,,,,,-15.509775004326936
0,4.770,3.385,5.303,4.226,-6.0
0,2.779,1.473,3.229,2.048,-15.229419688230415
0,3.927,3.218,11.168,10.722,-23.44134357365111
0,3.128,2.696,3.919,3.340,-15.509775004326936
0,2.835,1.801,3.373,2.344,-9.509775004326938
0,1.765,0.262,2.342,1.312,-3.0
0,4.613,3.436,6.668,5.462,-11.229419688230417
0,4.759,2.893,6.751,5.466,-19.651484454403228
0,0.969,0.228,1.058,0.540,9.287712379549449
0,3.991,2.123,5.433,3.577,-13.931568569324174
0,3.603,2.156,4.239,3.560,-5.0
0,5.457,4.621,7.118,6.662,-16.844129532345626
0,4.847,3.161,6.663,5.174,-9.509775004326938
0,5.117,3.174,7.252,5.051,-9.965784284662089
0,2.963,1.245,3.304,1.513,-5.0
0,5.550,3.336,7.807,6.911,-10.0
0,3.866,2.491,4.376,3.408,-7.924812503605781
0,3.488,2.374,7.517,6.104,-10.0
0,1.623,0.567,3.833,3.746,-12.0
0,1.733,0.751,1.826,0.857,3.1699250014423126
0,5.479,3.381,6.456,5.151,-16.844129532345626
0,3.355,2.370,4.408,4.238,-5.0
0,5.291,3.617,7.154,6.810,-11.60964047443681
0,0.948,0.341,0.965,0.503,8.0
0,1.499,0.224,1.692,0.861,-2.321928094887362
0,4.101,2.632,4.851,3.420,-4.0
0,5.639,3.553,7.542,6.666,-2.321928094887362
0,4.713,1.961,6.224,4.114,-2.0
0,6.472,4.505,14.229,12.284,-16.0
0,3.791,1.951,4.204,2.424,7.924812503605781
0,1.359,0.268,1.442,0.551,6.339850002884625
0,2.298,1.249,3.551,2.965,4.0
0,0.739,0.739,0.921,0.941,-10.0
0,2.249,1.296,4.743,4.538,-9.509775004326938
0,3.731,2.607,5.368,4.212,-8.0
0,1.132,0.257,1.479,0.711,9.509775004326938
0,4.445,3.440,7.427,7.431,-19.019550008653876
0,3.083,0.756,5.171,2.962,2.0
0,5.001,2.148,7.117,6.328,-8.422064766172813
0,5.399,3.215,8.882,7.911,-22.18947501009619
0,2.700,2.129,4.440,4.080,-9.509775004326938
0,3.366,2.321,4.372,3.191,-14.0
0,2.382,1.801,4.767,4.020,-6.339850002884625
0,3.129,1.851,3.715,2.124,7.0
0,2.561,1.291,3.341,1.999,-3.1699250014423126
0,2.993,1.088,3.278,1.439,-5.0
0,1.134,0.378,1.457,1.075,-6.339850002884625
0,2.355,2.355,4.941,4.931,-11.094737505048094
0,6.461,5.552,12.108,11.837,-9.509775004326938
0,3.316,2.523,5.459,4.283,-7.924812503605781
0,2.804,1.743,4.479,3.095,-4.0
0,4.471,3.612,5.370,4.646,-12.92481250360578
0,1.344,0.360,1.384,0.516,5.0
0,2.702,1.035,4.154,2.298,-6.339850002884625
0,2.428,1.670,3.957,2.346,-13.931568569324174
0,3.542,1.882,3.785,2.176,-6.0
0,3.836,2.030,3.949,2.597,-5.0
0,0.601,0.268,0.731,0.624,3.0
0,4.187,2.369,5.894,5.171,-13.931568569324174
0,2.570,1.842,2.889,2.809,-4.0
0,5.185,3.023,9.829,8.840,-11.094737505048094
0,4.700,2.323,6.137,3.396,-6.965784284662087
0,1.850,1.139,2.676,2.770,-7.754887502163468
0,5.011,2.079,7.729,6.229,-26.651484454403224
0,1.721,0.506,1.874,1.364,5.0
0,5.882,3.755,9.482,8.783,-16.253496664211536
0,4.246,2.058,5.871,3.771,-9.509775004326938
0,5.994,4.609,11.650,10.500,-8.0
0,4.103,2.710,4.626,2.998,-14.0
0,8.424,8.424,25.010,24.977,-13.931568569324174
0,4.238,1.803,4.709,2.520,-6.0
0,4.939,2.557,9.984,10.126,-14.03677461028802
0,2.564,1.519,3.104,2.734,-7.924812503605781
0,4.000,2.422,4.995,3.679,-8.0
0,1.003,0.514,1.232,0.798,-15.0
0,1.928,0.064,2.579,0.625,8.0
0,2.757,1.348,4.138,2.538,-3.0
0,2.546,1.248,4.762,3.924,-3.0
0,0.921,0.202,0.991,0.459,9.287712379549449
0,1.044,0.208,1.104,0.462,9.287712379549449
0,4.705,3.111,8.208,7.007,-12.0
0,3.802,3.802,7.964,7.993,-7.924812503605781
0,1.913,1.822,2.226,2.201,-5.0
0,2.136,1.624,4.027,3.759,-7.924812503605781
0,5.546,4.085,9.006,7.768,-16.253496664211536
0,5.907,4.672,6.722,5.383,-12.92481250360578
0,4.055,3.640,6.211,5.993,-9.509775004326938
0,4.348,2.856,6.610,5.745,-9.509775004326938
0,2.854,1.406,3.999,2.960,-10.0
0,2.762,1.907,4.327,4.050,-4.0
0,1.251,0.142,1.608,0.996,5.0
0,4.544,2.802,5.624,4.854,-14.03677461028802
0,2.210,0.952,2.705,1.160,-5.0
0,4.302,2.348,5.309,3.594,-6.0
0,3.075,1.639,3.402,2.094,-6.0
0,4.875,3.694,6.087,5.445,-5.0
0,4.223,1.401,5.346,2.815,-8.0
0,3.610,1.848,5.299,3.067,-12.92481250360578
0,4.410,2.953,5.809,5.115,-12.0
0,2.089,1.209,4.111,2.659,-4.0
0,4.699,2.636,4.868,3.002,-16.253496664211536
0,7.722,5.441,12.373,11.020,-15.0
0,5.310,3.476,6.990,5.911,-9.509775004326938
0,5.333,3.311,6.451,5.380,-19.931568569324178
0,2.403,1.484,3.356,2.356,-4.0
0,2.357,1.033,2.820,1.489,-2.0
0,5.559,3.277,6.727,3.861,0.0
0,3.312,1.734,3.964,2.682,-6.0
0,4.397,2.317,8.497,5.853,-4.754887502163469
0,3.619,2.226,6.008,5.653,-10.0
0,4.358,2.833,5.784,4.883,-6.0
0,2.513,1.500,2.686,1.771,-7.924812503605781
0,6.144,4.089,12.123,11.816,-7.924812503605781
0,4.961,4.106,5.643,5.779,-6.0
0,2.500,0.309,2.632,1.314,6.339850002884625
0,0.901,0.439,1.046,0.754,-6.339850002884625
0,7.478,6.259,11.853,11.120,-14.264662506490406
0,2.962,1.901,7.443,6.697,4.754887502163469
0,4.949,2.981,5.538,4.796,-12.0
0,5.463,3.299,7.039,5.556,-16.844129532345626
0,2.347,1.315,2.693,2.264,14.0
0,4.606,2.242,5.111,3.464,-1.0
0,1.933,0.467,2.229,1.404,-2.584962500721156
0,4.932,3.419,5.507,5.411,-19.651484454403228
0,2.437,0.679,3.080,1.945,-25.3594000115385
0,6.032,3.687,7.839,6.651,-2.321928094887362
0,1.580,0.794,1.638,0.854,-9.509775004326938
0,4.626,2.824,6.442,4.512,-5.0
0,3.486,2.583,3.774,2.897,-9.509775004326938
0,3.085,1.912,6.092,5.011,-9.287712379549449
0,3.447,1.826,3.769,2.911,-3.0
0,4.848,3.032,6.202,4.638,-15.509775004326936
0,4.661,2.483,6.553,4.447,-7.924812503605781
0,3.091,1.418,5.125,4.697,-10.0
0,3.642,1.606,4.197,3.014,-5.0
0,0.861,0.219,1.002,0.682,11.094737505048094
0,2.584,1.158,3.735,2.143,-12.92481250360578
0,2.233,1.044,2.431,1.496,-2.0
0,4.807,3.356,6.678,6.958,-6.0
0,1.380,0.745,1.591,1.067,3.0
0,4.438,2.966,6.057,5.394,-12.0
0,1.340,0.323,1.410,0.538,5.0
0,3.747,2.224,8.013,6.623,-6.339850002884625
0,6.771,5.472,11.351,11.056,-22.458839376460833
0,4.130,2.239,4.306,2.814,6.339850002884625
0,1.180,0.452,1.266,0.559,-1.0
0,4.707,3.245,7.363,5.434,-9.509775004326938
0,1.287,0.307,1.362,0.458,5.0
0,4.871,2.856,5.167,3.442,-15.509775004326936
0,3.814,1.927,6.580,4.852,-19.651484454403228
0,4.039,2.142,4.660,3.038,-4.754887502163469
0,3.888,2.684,4.288,4.012,9.287712379549449
0,4.949,2.448,5.498,3.428,-5.0
0,4.909,2.192,5.752,4.452,10.0
0,3.191,1.793,4.043,3.128,-6.0
0,0.761,0.359,0.848,0.576,5.0
0,3.347,2.318,4.369,3.177,-6.339850002884625
0,5.938,3.859,6.431,5.030,-12.67970000576925
0,5.660,4.245,9.182,9.208,-14.0
0,1.836,1.071,3.048,2.822,-10.0
0,4.719,3.203,5.647,4.626,-14.0
0,5.620,4.150,7.533,7.095,-24.216021330461086
0,7.104,4.882,14.356,13.445,-7.0
0,1.336,0.328,1.417,0.560,5.0
0,3.716,2.142,4.172,2.857,-6.339850002884625
0,3.891,1.917,4.046,3.101,2.0
0,5.947,3.467,10.757,10.849,-16.253496664211536
0,4.727,2.783,6.069,4.530,-9.509775004326938
0,2.761,1.481,3.095,2.057,9.509775004326938
0,4.380,1.414,4.776,1.934,-9.287712379549449
0,8.368,6.489,11.582,9.605,-12.67970000576925
0,0.953,0.252,1.142,0.564,16.253496664211536
0,2.436,1.031,3.106,1.812,-4.0
0,5.610,2.554,9.094,7.836,-6.0
0,2.231,1.190,2.515,1.578,-6.339850002884625
0,3.577,2.272,3.894,2.728,-6.0
0,2.267,1.486,3.864,2.686,-1.0
0,3.080,1.814,4.705,3.357,-12.0
0,4.272,2.832,5.614,3.986,-15.509775004326936
0,5.219,4.045,5.513,4.801,5.614709844115208
0,1.469,1.469,2.783,2.762,-11.60964047443681
0,2.645,1.069,3.378,1.657,9.287712379549449
0,6.275,4.491,9.104,7.246,-22.18947501009619
0,2.956,2.199,3.427,3.150,-8.0
0,5.132,2.929,6.176,4.744,-7.754887502163468
0,2.802,1.461,3.138,2.036,9.509775004326938
0,7.442,5.886,13.632,12.693,-2.0
0,2.918,1.998,4.158,3.424,-9.509775004326938
0,0.335,0.120,0.436,0.314,20.756589711823786
0,3.589,1.790,6.596,5.976,-9.509775004326938
0,3.936,2.186,5.507,3.729,-13.931568569324174
0,2.746,1.522,3.105,2.234,-9.509775004326938
0,3.625,3.625,6.806,6.788,-6.0
0,1.219,0.382,2.859,2.501,-3.0
0,3.986,3.083,5.207,4.969,-5.0
0,5.251,2.319,6.267,5.040,-9.509775004326938
0,1.532,1.206,2.494,2.454,-4.0
0,5.085,4.196,8.680,8.545,-7.0
0,2.528,1.383,4.187,2.792,-9.509775004326938
0,4.125,2.324,4.666,3.173,-6.339850002884625
0,3.160,1.448,3.788,1.861,-6.339850002884625
0,2.144,1.059,3.975,3.031,-12.0
0,0.850,0.217,1.278,0.901,6.339850002884625
0,4.110,2.265,4.494,2.533,-4.0
0,1.552,0.546,1.727,0.775,-6.339850002884625
0,1.777,1.150,2.615,1.958,4.0
0,4.322,2.945,6.779,5.206,-14.0
0,0.778,0.475,0.908,0.749,-11.229419688230417
0,4.411,3.312,10.046,8.720,-23.44134357365111
0,1.445,0.664,1.721,1.215,-6.339850002884625
0,5.041,2.574,6.819,4.845,-22.18947501009619
0,3.024,0.768,5.373,3.299,2.0
0,4.943,3.376,9.146,8.704,-19.019550008653876
0,6.016,4.495,10.267,8.012,-7.0
0,4.949,3.225,5.580,4.095,-22.18947501009619
0,5.402,3.778,7.163,5.149,-15.849625007211563
0,3.666,2.512,5.435,3.480,7.924812503605781
0,2.885,2.592,3.434,3.230,-6.0
0,4.380,2.458,5.802,3.787,9.0
0,6.143,4.047,10.610,10.481,-9.509775004326938
0,4.095,2.140,4.591,2.710,-7.924812503605781
0,4.545,3.746,5.647,5.348,-5.0
0,7.145,5.025,13.947,13.047,-7.0
0,1.574,0.662,1.890,0.971,2.0
0,4.599,2.868,5.757,4.703,-7.924812503605781
0,5.604,3.555,7.637,5.843,-6.0
0,2.621,2.023,3.865,3.686,-15.0
0,3.874,1.983,4.156,2.332,-7.924812503605781
0,3.085,1.371,3.151,1.789,-5.0
0,5.078,2.824,8.933,6.241,0.0
0,3.987,2.417,4.842,3.333,-11.094737505048094
0,4.087,2.416,4.531,2.834,6.339850002884625
0,3.920,1.562,4.988,1.785,-1.0
0,4.194,2.668,5.575,3.902,-19.019550008653876
0,3.593,2.352,4.746,3.839,-7.0
0,4.466,2.268,5.726,4.120,-13.931568569324174
0,4.125,1.948,7.423,6.687,7.924812503605781
0,5.231,3.731,6.231,5.322,-4.0
0,1.991,1.126,3.263,2.694,-7.0
0,1.253,0.313,1.312,0.412,8.0
0,1.565,0.819,1.810,1.209,-1.0
0,1.312,0.667,1.334,0.800,-5.0
0,1.492,0.798,1.682,1.114,-1.0
0,2.064,1.751,2.527,2.353,2.0
0,3.339,2.126,3.541,2.587,-6.0
0,3.268,1.778,3.773,2.474,-6.339850002884625
0,5.604,3.241,8.066,4.807,-11.229419688230417
0,4.207,2.467,6.573,5.154,-9.509775004326938
0,3.022,2.430,3.383,2.778,-7.0
0,4.637,3.585,5.502,4.895,-19.019550008653876
0,5.049,3.677,6.546,5.091,-11.60964047443681
0,2.429,1.761,3.969,3.361,-6.339850002884625
0,2.798,2.087,3.442,2.807,-6.339850002884625
0,0.891,0.190,0.920,0.399,20.756589711823786
0,5.359,2.143,6.723,3.420,-2.0
0,2.189,1.186,3.673,3.021,-7.924812503605781
0,2.328,1.369,2.923,2.305,0.0
0,4.272,2.026,5.668,3.275,-6.0
0,0.707,0.269,1.612,1.384,9.0
0,1.487,0.816,1.963,1.372,14.339850002884626
0,3.911,2.519,4.579,3.663,-2.0
0,2.412,1.745,2.988,2.645,-5.0
0,1.828,0.917,1.936,1.117,10.339850002884624
0,6.760,5.780,11.675,11.332,-9.509775004326938
0,3.906,2.365,4.634,3.516,-16.844129532345626
0,0.539,0.209,0.817,0.535,2.0
0,4.963,3.209,7.837,5.928,-10.0
0,3.347,1.964,3.732,2.501,-12.0
0,1.942,0.218,2.192,0.609,-4.0
0,4.090,2.848,6.160,4.479,-7.0
0,3.724,2.039,4.080,2.527,-7.924812503605781
0,0.955,0.167,1.035,0.642,16.253496664211536
0,1.810,0.839,2.741,1.827,-6.339850002884625
0,1.522,1.209,1.690,1.341,4.0
0,7.086,4.929,14.329,13.456,-7.0
0,1.412,0.871,1.643,1.262,3.0
0,5.213,2.373,5.571,3.237,-4.0
0,4.707,2.393,6.623,4.063,-7.924812503605781
0,0.930,0.402,1.569,1.421,3.1699250014423126
0,0.909,0.176,0.968,0.382,20.756589711823786
0,3.087,1.592,3.806,2.873,-11.094737505048094
0,1.968,0.607,2.875,2.093,-8.0
0,2.200,0.839,3.444,1.844,-5.0
0,2.689,1.431,3.151,2.099,-6.339850002884625
0,4.671,2.945,6.673,5.125,-7.924812503605781
0,2.257,1.050,2.660,1.622,-2.0
0,3.765,2.681,8.235,8.532,-26.5754247590989
0,1.959,0.843,2.152,1.280,-5.0
0,4.832,3.041,6.310,4.899,-2.0
0,4.051,1.769,4.407,2.540,-12.92481250360578
0,2.308,1.415,3.543,3.147,-11.094737505048094
0,4.778,4.013,7.616,7.696,-9.509775004326938
0,9.138,7.888,16.089,16.049,-6.0
0,2.394,1.428,3.086,2.262,-6.0
0,3.274,1.266,4.470,1.822,2.0
0,1.346,0.330,1.414,0.533,5.0
0,5.415,3.917,6.896,5.633,-10.0
0,5.137,2.703,5.653,3.659,-10.339850002884624
0,3.731,2.199,3.941,2.761,-5.0
0,4.477,2.696,6.690,4.426,-9.509775004326938
0,5.004,3.674,6.052,5.734,-5.0
0,4.438,3.152,4.842,4.049,-12.0
0,2.972,1.407,3.848,3.178,-5.0
0,1.967,1.198,2.183,1.572,6.339850002884625
0,4.892,2.960,5.077,3.348,-6.0
0,1.745,1.227,2.407,2.013,-4.0
0,3.911,2.619,6.397,4.382,-12.0
0,3.635,2.033,3.864,2.709,-7.924812503605781
0,4.472,2.698,7.679,5.361,-6.339850002884625
0,1.337,0.351,1.539,1.087,-11.60964047443681
0,7.814,6.593,10.257,9.536,-18.094737505048094
0,1.170,0.457,2.149,2.107,-7.169925001442313
0,2.631,2.455,3.170,3.507,4.0
0,4.148,2.781,6.870,5.634,-10.0
0,4.911,4.055,10.229,9.137,-6.0
0,3.655,1.748,6.183,5.856,-9.509775004326938
0,2.038,0.442,2.154,1.221,-11.229419688230417
0,4.176,2.962,8.390,8.116,-2.0
0,4.621,2.155,6.975,4.994,-5.0
0,3.029,2.439,3.212,2.788,-13.931568569324174
0,5.772,3.222,11.959,10.473,-7.0
0,1.573,1.347,2.254,2.102,6.339850002884625
0,1.545,0.662,1.677,0.807,-9.509775004326938
0,3.028,1.665,3.598,2.080,-6.339850002884625
0,2.240,1.374,2.725,1.677,-6.0
0,2.737,0.273,2.840,1.037,-3.0
