,local_AA,local_CA,global_AA,global_CA,blosum_dist
0,2.963,1.245,3.304,1.513,-33.0
0,5.550,3.336,7.807,6.911,-53.88872502451932
0,3.866,2.491,4.376,3.408,-36.45413751658659
0,3.488,2.374,7.517,6.104,-82.0
0,1.623,0.567,3.833,3.746,-31.0
0,1.733,0.751,1.826,0.857,-13.0
0,5.479,3.381,6.456,5.151,-95.45006734995854
0,3.355,2.370,4.408,4.238,-17.0
0,5.291,3.617,7.154,6.810,-58.64361252668278
0,0.948,0.341,0.965,0.503,-6.0
0,1.499,0.224,1.692,0.861,-19.0
0,4.101,2.632,4.851,3.420,-37.0
0,5.639,3.553,7.542,6.666,-19.0
0,4.713,1.961,6.224,4.114,-39.62406251802891
0,6.472,4.505,14.229,12.284,-60.22857502740394
0,3.791,1.951,4.204,2.424,4.754887502163469
0,1.359,0.268,1.442,0.551,-9.509775004326938
0,2.298,1.249,3.551,2.965,0.0
0,0.739,0.739,0.921,0.941,-40.0
0,2.249,1.296,4.743,4.538,-29.0
0,3.731,2.607,5.368,4.212,-42.0
0,1.132,0.257,1.479,0.711,3.1699250014423126
0,4.445,3.440,7.427,7.431,-68.0
0,3.083,0.756,5.171,2.962,-20.60451250937503
0,5.001,2.148,7.117,6.328,-64.56916320732489
0,5.399,3.215,8.882,7.911,-84.0
0,2.700,2.129,4.440,4.080,-82.0
0,3.366,2.321,4.372,3.191,-60.0
0,2.382,1.801,4.767,4.020,-28.529325012980813
0,3.129,1.851,3.715,2.124,2.0
0,2.561,1.291,3.341,1.999,-33.28421251514428
0,2.993,1.088,3.278,1.439,-28.0
0,1.134,0.378,1.457,1.075,-34.86917501586544
0,2.355,2.355,4.941,4.931,-47.548875021634686
0,6.461,5.552,12.108,11.837,-62.0
0,3.316,2.523,5.459,4.283,-47.548875021634686
0,2.804,1.743,4.479,3.095,-24.0
0,4.471,3.612,5.370,4.646,-85.9113395108324
0,1.344,0.360,1.384,0.516,2.0
0,2.702,1.035,4.154,2.298,-69.79398751947122
0,2.428,1.670,3.957,2.346,-41.79470570797252
0,3.542,1.882,3.785,2.176,-34.0
0,3.836,2.030,3.949,2.597,-19.0
0,0.601,0.268,0.731,0.624,-12.0
0,4.187,2.369,5.894,5.171,-84.22064766172812
0,2.570,1.842,2.889,2.809,-34.0
0,5.185,3.023,9.829,8.840,-53.88872502451932
0,4.700,2.323,6.137,3.396,-32.0
0,1.850,1.139,2.676,2.770,-31.019550008653873
0,5.011,2.079,7.729,6.229,-103.39850002884624
0,1.721,0.506,1.874,1.364,-14.0
0,5.882,3.755,9.482,8.783,-80.0
0,4.246,2.058,5.871,3.771,-20.0
0,5.994,4.609,11.650,10.500,-103.78294855911894
0,4.103,2.710,4.626,2.998,-74.30169903639559
0,8.424,8.424,25.010,24.977,-90.55519570060713
0,4.238,1.803,4.709,2.520,-34.0
0,4.939,2.557,9.984,10.126,-84.22064766172812
0,2.564,1.519,3.104,2.734,-40.0
0,4.000,2.422,4.995,3.679,-42.0
0,1.003,0.514,1.232,0.798,-31.699250014423125
0,1.928,0.064,2.579,0.625,5.0
0,2.757,1.348,4.138,2.538,-24.0
0,2.546,1.248,4.762,3.924,-38.0
0,0.921,0.202,0.991,0.459,2.584962500721156
0,1.044,0.208,1.104,0.462,2.584962500721156
0,4.705,3.111,8.208,7.007,-78.0
0,3.802,3.802,7.964,7.993,-77.54887502163469
0,1.913,1.822,2.226,2.201,-29.0
0,2.136,1.624,4.027,3.759,-38.03910001730775
0,5.546,4.085,9.006,7.768,-95.19905189038185
0,5.907,4.672,6.722,5.383,-74.30169903639559
0,4.055,3.640,6.211,5.993,-63.39850002884625
0,4.348,2.856,6.610,5.745,-82.718800023077
0,2.854,1.406,3.999,2.960,-64.0
0,2.762,1.907,4.327,4.050,-23.0
0,1.251,0.142,1.608,0.996,2.0
0,4.544,2.802,5.624,4.854,-47.72503367497927
0,2.210,0.952,2.705,1.160,-14.0
0,4.302,2.348,5.309,3.594,-58.64361252668278
0,3.075,1.639,3.402,2.094,-85.9113395108324
0,4.875,3.694,6.087,5.445,-76.10749561002055
0,4.223,1.401,5.346,2.815,-48.0
0,3.610,1.848,5.299,3.067,-82.718800023077
0,4.410,2.953,5.809,5.115,-40.0
0,2.089,1.209,4.111,2.659,-29.0
0,4.699,2.636,4.868,3.002,-53.88872502451932
0,7.722,5.441,12.373,11.020,-37.0
0,5.310,3.476,6.990,5.911,-28.0
0,5.333,3.311,6.451,5.380,-63.39850002884625
0,2.403,1.484,3.356,2.356,-30.0
0,2.357,1.033,2.820,1.489,-19.0
0,5.559,3.277,6.727,3.861,-28.0
0,3.312,1.734,3.964,2.682,-80.13383752235583
0,4.397,2.317,8.497,5.853,-41.20902501875006
0,3.619,2.226,6.008,5.653,-27.0
0,4.358,2.833,5.784,4.883,-103.39850002884624
0,2.513,1.500,2.686,1.771,-42.79398751947122
0,6.144,4.089,12.123,11.816,-61.76180828526729
0,4.961,4.106,5.643,5.779,-69.0
0,2.500,0.309,2.632,1.314,-9.509775004326938
0,0.901,0.439,1.046,0.754,-34.86917501586544
0,7.478,6.259,11.853,11.120,-88.0
0,2.962,1.901,7.443,6.697,-26.0
0,4.949,2.981,5.538,4.796,-53.88872502451932
0,5.463,3.299,7.039,5.556,-49.13383752235585
0,2.347,1.315,2.693,2.264,8.0
0,4.606,2.242,5.111,3.464,-26.0
0,1.933,0.467,2.229,1.404,-30.880904142633646
0,4.932,3.419,5.507,5.411,-70.0
0,2.437,0.679,3.080,1.945,-81.41329273967052
0,6.032,3.687,7.839,6.651,-19.0
0,1.580,0.794,1.638,0.854,-38.03910001730775
0,4.626,2.824,6.442,4.512,-72.99122797349771
0,3.486,2.583,3.774,2.897,-95.45006734995854
0,3.085,1.912,6.092,5.011,-65.01398665684614
0,3.447,1.826,3.769,2.911,-17.0
0,4.848,3.032,6.202,4.638,-69.65784284662087
0,4.661,2.483,6.553,4.447,-62.69205856195878
0,3.091,1.418,5.125,4.697,-85.9113395108324
0,3.642,1.606,4.197,3.014,-19.0
0,0.861,0.219,1.002,0.682,7.924812503605781
0,2.584,1.158,3.735,2.143,-32.0
0,2.233,1.044,2.431,1.496,-18.0
0,4.807,3.356,6.678,6.958,-34.0
0,1.380,0.745,1.591,1.067,-4.754887502163469
0,4.438,2.966,6.057,5.394,-40.0
0,1.340,0.323,1.410,0.538,2.0
0,3.747,2.224,8.013,6.623,-32.0
0,6.771,5.472,11.351,11.056,-125.81495041679713
0,4.130,2.239,4.306,2.814,-9.509775004326938
0,1.180,0.452,1.266,0.559,-18.0
0,4.707,3.245,7.363,5.434,-53.88872502451932
0,1.287,0.307,1.362,0.458,2.0
0,4.871,2.856,5.167,3.442,-98.22857502740393
0,3.814,1.927,6.580,4.852,-112.29419688230416
0,4.039,2.142,4.660,3.038,-19.0
0,3.888,2.684,4.288,4.012,2.321928094887362
0,4.949,2.448,5.498,3.428,-36.0
0,4.909,2.192,5.752,4.452,-10.0
0,3.191,1.793,4.043,3.128,-38.0
0,0.761,0.359,0.848,0.576,1.5849625007211563
0,3.347,2.318,4.369,3.177,-33.28421251514428
0,5.938,3.859,6.431,5.030,-85.58797503894245
0,5.660,4.245,9.182,9.208,-63.39850002884625
0,1.836,1.071,3.048,2.822,-62.69205856195878
0,4.719,3.203,5.647,4.626,-63.39850002884625
0,5.620,4.150,7.533,7.095,-105.9834625295674
0,7.104,4.882,14.356,13.445,-105.9834625295674
0,1.336,0.328,1.417,0.560,2.0
0,3.716,2.142,4.172,2.857,-33.28421251514428
0,3.891,1.917,4.046,3.101,-16.0
0,5.947,3.467,10.757,10.849,-120.45715005480788
0,4.727,2.783,6.069,4.530,-50.718800023077
0,2.761,1.481,3.095,2.057,3.1699250014423126
0,4.380,1.414,4.776,1.934,-44.11663380285988
0,8.368,6.489,11.582,9.605,-38.03910001730775
0,0.953,0.252,1.142,0.564,13.931568569324174
0,2.436,1.031,3.106,1.812,-106.3016990363956
0,5.610,2.554,9.094,7.836,-31.0
0,2.231,1.190,2.515,1.578,-21.0
0,3.577,2.272,3.894,2.728,-37.0
0,2.267,1.486,3.864,2.686,-14.0
0,3.080,1.814,4.705,3.357,-60.0
0,4.272,2.832,5.614,3.986,-69.65784284662087
0,5.219,4.045,5.513,4.801,-36.49561398674886
0,1.469,1.469,2.783,2.762,-51.082418087521965
0,2.645,1.069,3.378,1.657,2.584962500721156
0,6.275,4.491,9.104,7.246,-117.28722505336556
0,2.956,2.199,3.427,3.150,-54.0
0,5.132,2.929,6.176,4.744,-56.14709844115208
0,2.802,1.461,3.138,2.036,3.1699250014423126
0,7.442,5.886,13.632,12.693,-15.0
0,2.918,1.998,4.158,3.424,-21.0
0,0.335,0.120,0.436,0.314,12.0
0,3.589,1.790,6.596,5.976,-34.0
0,3.936,2.186,5.507,3.729,-62.69205856195878
0,2.746,1.522,3.105,2.234,-33.0
0,3.625,3.625,6.806,6.788,-101.06477719407376
0,1.219,0.382,2.859,2.501,-16.0
0,3.986,3.083,5.207,4.969,-22.0
0,5.251,2.319,6.267,5.040,-53.88872502451932
0,1.532,1.206,2.494,2.454,-10.0
0,5.085,4.196,8.680,8.545,-87.02800258378574
0,2.528,1.383,4.187,2.792,-60.22857502740394
0,4.125,2.324,4.666,3.173,-37.0
0,3.160,1.448,3.788,1.861,-52.303762523798156
0,2.144,1.059,3.975,3.031,-45.96391252091353
0,0.850,0.217,1.278,0.901,-9.509775004326938
0,4.110,2.265,4.494,2.533,-32.0
0,1.552,0.546,1.727,0.775,-47.548875021634686
0,1.777,1.150,2.615,1.958,-14.0
0,4.322,2.945,6.779,5.206,-62.0
0,0.778,0.475,0.908,0.749,-39.302968908806456
0,4.411,3.312,10.046,8.720,-95.64361252668277
0,1.445,0.664,1.721,1.215,-31.0
0,5.041,2.574,6.819,4.845,-98.2676750447117
0,3.024,0.768,5.373,3.299,-20.60451250937503
0,4.943,3.376,9.146,8.704,-101.437600046154
0,6.016,4.495,10.267,8.012,-63.39850002884625
0,4.949,3.225,5.580,4.095,-74.0
0,5.402,3.778,7.163,5.149,-60.0
0,3.666,2.512,5.435,3.480,2.0
0,2.885,2.592,3.434,3.230,-64.9834625295674
0,4.380,2.458,5.802,3.787,-5.614709844115208
0,6.143,4.047,10.610,10.481,-63.39850002884625
0,4.095,2.140,4.591,2.710,-34.0
0,4.545,3.746,5.647,5.348,-76.10749561002055
0,7.145,5.025,13.947,13.047,-105.9834625295674
0,1.574,0.662,1.890,0.971,-3.0
0,4.599,2.868,5.757,4.703,-31.0
0,5.604,3.555,7.637,5.843,-40.0
0,2.621,2.023,3.865,3.686,-87.0
0,3.874,1.983,4.156,2.332,-58.64361252668278
0,3.085,1.371,3.151,1.789,-60.0
0,5.078,2.824,8.933,6.241,-53.339743519094476
0,3.987,2.417,4.842,3.333,-81.41329273967052
0,4.087,2.416,4.531,2.834,-9.509775004326938
0,3.920,1.562,4.988,1.785,-27.0
0,4.194,2.668,5.575,3.902,-41.0
0,3.593,2.352,4.746,3.839,-55.47368752524047
0,4.466,2.268,5.726,4.120,-77.54887502163469
0,4.125,1.948,7.423,6.687,-4.0
0,5.231,3.731,6.231,5.322,-88.81055323538621
0,1.991,1.126,3.263,2.694,-41.0
0,1.253,0.313,1.312,0.412,-6.0
0,1.565,0.819,1.810,1.209,-28.0
0,1.312,0.667,1.334,0.800,-36.0
0,1.492,0.798,1.682,1.114,-20.0
0,2.064,1.751,2.527,2.353,-4.754887502163469
0,3.339,2.126,3.541,2.587,-26.0
0,3.268,1.778,3.773,2.474,-45.96391252091353
0,5.604,3.241,8.066,4.807,-78.60593781761291
0,4.207,2.467,6.573,5.154,-45.96391252091353
0,3.022,2.430,3.383,2.778,-25.0
0,4.637,3.585,5.502,4.895,-62.0
0,5.049,3.677,6.546,5.091,-126.23326760571977
0,2.429,1.761,3.969,3.361,-45.96391252091353
0,2.798,2.087,3.442,2.807,-33.28421251514428
0,0.891,0.190,0.920,0.399,12.0
0,5.359,2.143,6.723,3.420,-23.0
0,2.189,1.186,3.673,3.021,-24.0
0,2.328,1.369,2.923,2.305,-27.0
0,4.272,2.026,5.668,3.275,-57.0
0,0.707,0.269,1.612,1.384,-5.614709844115208
0,1.487,0.816,1.963,1.372,-24.0
0,3.911,2.519,4.579,3.663,-17.0
0,2.412,1.745,2.988,2.645,-50.718800023077
0,1.828,0.917,1.936,1.117,-4.643856189774724
0,6.760,5.780,11.675,11.332,-66.0
0,3.906,2.365,4.634,3.516,-47.548875021634686
0,0.539,0.209,0.817,0.535,-3.0
0,4.963,3.209,7.837,5.928,-33.28421251514428
0,3.347,1.964,3.732,2.501,-33.0
0,1.942,0.218,2.192,0.609,-24.0
0,4.090,2.848,6.160,4.479,-47.548875021634686
0,3.724,2.039,4.080,2.527,-58.64361252668278
0,0.955,0.167,1.035,0.642,13.931568569324174
0,1.810,0.839,2.741,1.827,-58.64361252668278
0,1.522,1.209,1.690,1.341,-20.89735285398626
0,7.086,4.929,14.329,13.456,-105.9834625295674
0,1.412,0.871,1.643,1.262,0.0
0,5.213,2.373,5.571,3.237,-54.0
0,4.707,2.393,6.623,4.063,-52.303762523798156
0,0.930,0.402,1.569,1.421,-12.67970000576925
0,0.909,0.176,0.968,0.382,12.0
0,3.087,1.592,3.806,2.873,-68.0
0,1.968,0.607,2.875,2.093,-29.0
0,2.200,0.839,3.444,1.844,-37.0
0,2.689,1.431,3.151,2.099,-28.529325012980813
0,4.671,2.945,6.673,5.125,-95.64361252668277
0,2.257,1.050,2.660,1.622,-19.0
0,3.765,2.681,8.235,8.532,-82.0
0,1.959,0.843,2.152,1.280,-32.0
0,4.832,3.041,6.310,4.899,-17.0
0,4.051,1.769,4.407,2.540,-95.45006734995854
0,2.308,1.415,3.543,3.147,-87.02800258378574
0,4.778,4.013,7.616,7.696,-58.64361252668278
0,9.138,7.888,16.089,16.049,-64.9834625295674
0,2.394,1.428,3.086,2.262,-46.0
0,3.274,1.266,4.470,1.822,-16.0
0,1.346,0.330,1.414,0.533,2.0
0,5.415,3.917,6.896,5.633,-46.0
0,5.137,2.703,5.653,3.659,-26.0
0,3.731,2.199,3.941,2.761,-55.726274277296696
0,4.477,2.696,6.690,4.426,-45.96391252091353
0,5.004,3.674,6.052,5.734,-26.0
0,4.438,3.152,4.842,4.049,-109.48684196024657
0,2.972,1.407,3.848,3.178,-37.0
0,1.967,1.198,2.183,1.572,-9.509775004326938
0,4.892,2.960,5.077,3.348,-32.0
0,1.745,1.227,2.407,2.013,-22.0
0,3.911,2.619,6.397,4.382,-38.03910001730775
0,3.635,2.033,3.864,2.709,-58.64361252668278
0,4.472,2.698,7.679,5.361,-28.529325012980813
0,1.337,0.351,1.539,1.087,-85.9113395108324
0,7.814,6.593,10.257,9.536,-75.0
0,1.170,0.457,2.149,2.107,-60.94436251225966
0,2.631,2.455,3.170,3.507,0.0
0,4.148,2.781,6.870,5.634,-33.28421251514428
0,4.911,4.055,10.229,9.137,-112.29419688230416
0,3.655,1.748,6.183,5.856,-53.88872502451932
0,2.038,0.442,2.154,1.221,-61.76180828526729
0,4.176,2.962,8.390,8.116,-44.11663380285988
0,4.621,2.155,6.975,4.994,-25.0
0,3.029,2.439,3.212,2.788,-52.0
0,5.772,3.222,11.959,10.473,-143.39850002884626
0,1.573,1.347,2.254,2.102,0.0
